track_id,track_name,artist_name,album_name,release_date,genre,duration_ms,popularity,danceability,energy,key,loudness,mode,instrumentalness,tempo,stream_count,country,explicit,label,release_year,release_month,release_day_of_week,duration_minutes,popularity_category,loudness_category,key_name,mode_name,is_explicit_bool,release_quarter,is_weekend_release,log_stream_count,upbeat_score,artist_track_count
d8b009c8-36f5-4571-af40-0144e906114b,Paradise,Knot Hart,Shattered,8/2/2020,R&B,203833,35,0.6315,0.4807,10,-8.78,1,0.0056,118.45,9001,US,TRUE,Prism Audio,2020,8,Sunday,3.4,Medium,Moderate,A#,Major,TRUE,Q3,TRUE,9.1052,0.5284,12111
46c9e45d-886d-4722-8445-2450bbe54a5d,Edges,Zara Marsh,Paradise,9/7/2021,Latin,204239,38,0.8618,0.5355,5,-12.2,1,0.0149,116.96,82609,ES,FALSE,Capitol Records,2021,9,Tuesday,3.4,Medium,Quiet,F,Major,FALSE,Q3,FALSE,11.3219,0.6403,13
d48ee718-59a3-4b26-baf6-85fab39be3fd,Circles,The Brookss,Broken IV,12/13/2020,Hip-Hop,142495,17,0.7872,0.6718,4,-7.44,1,0.0246,140.14,1808,KR,FALSE,Neon Label,2020,12,Sunday,2.37,Low,Moderate,E,Major,FALSE,Q4,TRUE,7.5005,0.6981,71
e012e25a-0253-480f-8785-514029a5fd26,Burning Angels,Knot Hart,Sessions,3/15/2020,R&B,254456,26,0.5583,0.7355,5,-4.68,1,0.0654,140.91,9854,TH,FALSE,Wavelength Records,2020,3,Sunday,4.24,Medium,Loud,F,Major,FALSE,Q1,TRUE,9.1957,0.6331,12111
7e9be073-392f-4592-bea4-8b670368087c,The Roads,Knot Hart,Oceans,11/26/2025,R&B,253544,5,0.4676,0.4455,0,-9.85,0,0.0098,113.55,885,TR,FALSE,Catalyst Records,2025,11,Wednesday,4.23,Low,Moderate,C,Minor,FALSE,Q4,FALSE,6.7867,0.4417,12111
bec12f0c-2b0e-4a24-9814-c9bf3a3eb144,Velvet Memories,Knot Hart,Open II,6/27/2020,R&B,246306,8,0.689,0.5339,6,-10.07,1,0.0122,115.85,1696,IT,FALSE,Island Records,2020,6,Saturday,4.11,Low,Moderate,F#,Major,FALSE,Q2,TRUE,7.4366,0.5689,12111
fcf4858b-bc7c-4bb3-b63d-03d8360833d9,Gentle,IsleEyre,Diaries,12/9/2024,Pop,198206,52,0.6703,0.6423,7,-7.92,0,0.0582,123.01,192715,CL,FALSE,Self-Released,2024,12,Monday,3.3,High,Moderate,G,Minor,FALSE,Q4,FALSE,12.169,0.6151,5271
6a12365c-81bd-424b-884b-2bbcc5ff620a,Liquid Streets,ElaraRain,Invisible Waves,5/22/2025,Pop,199052,25,0.5858,0.6315,5,-6.03,1,0.0078,113.88,12297,US,FALSE,Bedroom Records,2025,5,Thursday,3.32,Medium,Moderate,F,Major,FALSE,Q2,FALSE,9.4172,0.5639,1111
cee75c87-13b6-4af0-a17d-830be6008414,Broken Ghosts,Sterling Zen,Blinding Shadows,1/21/2025,Hip-Hop,171193,40,0.8733,0.709,5,-4.89,0,0.0148,138.1,128133,DE,FALSE,Island Records,2025,1,Tuesday,2.85,Medium,Loud,F,Minor,FALSE,Q1,FALSE,11.7608,0.7445,2268
73b9acd9-0de2-4e74-9dde-5e554eccfbe1,Dancing Fire,IsleEyre,Endless Worlds,8/21/2021,K-Pop,131362,29,0.9008,0.6608,2,-8.95,1,0.1015,123.93,37303,NG,FALSE,Neon Label,2021,8,Saturday,2.19,Medium,Moderate,D,Major,FALSE,Q3,TRUE,10.5269,0.716,5271
dda9dbb9-2603-4c97-9f2f-3f2b3875b992,Dancing Roses,Crest Jay,Fragments,9/29/2024,Latin,248487,30,0.9596,0.7839,1,-6.38,0,0.0927,83.19,99514,GB,TRUE,Drift Music,2024,9,Sunday,4.14,Medium,Moderate,C#,Minor,TRUE,Q3,TRUE,11.5081,0.7305,635
fb723ba4-96d0-4864-ad7d-6aa1f98c77c4,Heavy Love,Knot Hart,Night,3/8/2020,R&B,224486,27,0.7254,0.5494,10,-8.98,1,0.0168,140.53,26811,GB,TRUE,Midnight Records,2020,3,Sunday,3.74,Medium,Moderate,A#,Major,TRUE,Q1,TRUE,10.1966,0.625,12111
5cb79362-5ed6-4324-b790-972c49ec87f5,Broken,IsleEyre,Nights,1/17/2024,Pop,205103,19,0.6677,0.738,1,-7.85,0,0.0208,110.15,19134,CA,FALSE,Cipher Music,2024,1,Wednesday,3.42,Low,Moderate,C#,Minor,FALSE,Q1,FALSE,9.8593,0.6339,5271
125f2a80-8966-479d-89e5-c89b8bd79bb8,Rain,Ethereal,The Cosmic Dimensions,3/7/2020,Pop,192085,11,0.6075,0.5684,5,-8.88,0,0.0492,107.24,2529,MX,FALSE,Bedroom Records,2020,3,Saturday,3.2,Low,Moderate,F,Minor,FALSE,Q1,TRUE,7.836,0.5378,3232
cfc19120-16c7-4e8c-a99e-e617973c451a,The Tears,Sterling Zen,Sacred Rain,3/18/2025,Folk,233446,33,0.3071,0.3266,11,-11.81,1,0.0523,108.29,45489,US,TRUE,Nova Records,2025,3,Tuesday,3.89,Medium,Moderate,B,Major,TRUE,Q1,FALSE,10.7252,0.3225,2268
a0e91507-1de1-4092-ad0e-7355a23c8672,Rain,Maya Ridge,Stories,6/20/2020,Alternative,273633,36,0.495,0.4656,5,-8.72,0,0.0594,100.35,34324,FR,FALSE,Pulse Records,2020,6,Saturday,4.56,Medium,Moderate,F,Minor,FALSE,Q2,TRUE,10.4436,0.4419,118
dce2e931-e6d4-4e9d-b1fb-32520eefdf7d,Empty,Knot Hart,Paper IV,7/14/2020,R&B,227201,2,0.6664,0.5182,10,-8.62,1,0.1073,134.32,222,US,FALSE,Catalyst Records,2020,7,Tuesday,3.79,Low,Moderate,A#,Major,FALSE,Q3,FALSE,5.4072,0.58,12111
0e034b6c-aaf2-4af7-ae35-da9d6cc0ba49,Eternal,SethStone,Gardens,10/27/2025,Metal,193811,32,0.5115,0.8472,4,-4.56,0,0.0905,111.87,24180,AR,TRUE,Drift Music,2025,10,Monday,3.23,Medium,Loud,E,Minor,TRUE,Q4,FALSE,10.0933,0.6176,1486
57ce9335-3835-41d5-9ce2-332f28b8cba8,Mountains,The Dawns,Records,9/5/2023,Pop,203092,18,0.7674,0.5547,10,-7.64,1,0.0033,138.05,7986,IN,FALSE,Pulse Records,2023,9,Tuesday,3.38,Low,Moderate,A#,Major,FALSE,Q3,FALSE,8.9856,0.6403,750
27ce9305-034f-4c37-9b71-1ec83a468931,Dark Golden Eyes,Knot Hart,Frequencies,11/16/2024,R&B,211648,4,0.7105,0.4991,4,-11.26,1,0.07,92.29,5194,SE,TRUE,Catalyst Records,2024,11,Saturday,3.53,Low,Moderate,E,Major,TRUE,Q4,TRUE,8.5555,0.53,12111
6332c7c7-a65c-487e-828e-ee54e8e32e45,Burning,Clay Black,Urban,5/22/2020,Pop,217563,39,0.6186,0.684,2,-4.55,1,0.0415,144.71,43449,CL,FALSE,Independent,2020,5,Friday,3.63,Medium,Loud,D,Major,FALSE,Q2,FALSE,10.6794,0.6421,693
64f096fe-1628-4e81-962d-b648d6069428,Silent Fire,Knot Hart,Hollow,2/28/2024,R&B,209238,3,0.4777,0.3765,5,-8.51,1,0.0165,86.89,1863,US,TRUE,Spectrum Music,2024,2,Wednesday,3.49,Low,Moderate,F,Major,TRUE,Q1,FALSE,7.5305,0.3801,12111
49d71949-bc37-4d39-a57c-c845d4e78c0d,Roses,Knot Hart,Burning Storm,4/27/2021,R&B,289205,23,0.7107,0.4747,4,-9.5,0,0.0162,116.02,9707,IT,TRUE,Island Records,2021,4,Tuesday,4.82,Low,Moderate,E,Minor,TRUE,Q2,FALSE,9.1807,0.5542,12111
6e6bb279-33f4-455e-ad89-4a7903bc9329,Breaking Night,NylaWest,Young,12/28/2024,EDM,141675,5,0.8792,0.9477,1,-3.91,0,0.0242,116.88,5542,MY,FALSE,Spectrum Music,2024,12,Saturday,2.36,Low,Loud,C#,Minor,FALSE,Q4,TRUE,8.6203,0.812,16
78bb7c7f-1494-415c-83d1-5fb5ace1b4e2,The Fire,Maya Bond,The Urban Records,1/20/2024,K-Pop,190518,48,0.728,0.7835,8,-3.79,1,0.003,146.19,423649,NZ,FALSE,RCA Records,2024,1,Saturday,3.18,Medium,Loud,G#,Major,FALSE,Q1,TRUE,12.9567,0.7277,20
39106d43-e978-4f7d-a627-3a46632dc02c,Raw Heavy Roads,The Veils,The Urban Volume,6/15/2021,Metal,219869,52,0.3489,1,9,-4.73,0,0.9643,186.98,564048,US,FALSE,Nova Records,2021,6,Tuesday,3.66,High,Loud,A,Minor,FALSE,Q2,FALSE,13.2429,0.721,86
69c9fc5b-2d9e-4665-8a71-c3fb537a7a85,Roads,IsleEyre,Gentle,7/22/2023,Pop,225423,44,0.6511,0.6601,10,-9.44,1,0.0035,116.97,124067,IN,FALSE,Interscope Records,2023,7,Saturday,3.76,Medium,Moderate,A#,Major,FALSE,Q3,TRUE,11.7286,0.6059,5271
fa1e81c0-900e-4147-be00-46827c5625a1,Glass Echoes,Knot Hart,The Raw Files,6/12/2021,R&B,210217,27,0.8356,0.475,6,-10.3,1,0.0294,98.86,40741,TR,FALSE,Cipher Music,2021,6,Saturday,3.5,Medium,Moderate,F#,Major,FALSE,Q2,TRUE,10.615,0.5798,12111
ce26726e-5341-4123-98e8-03889b236a43,Vivid Eyes,Jasper Cloud,Young Mountains,1/29/2023,Hip-Hop,198854,37,0.9954,0.8177,2,-3.68,1,0.0171,150.67,95979,JP,TRUE,Horizon Records,2023,1,Sunday,3.31,Medium,Loud,D,Major,TRUE,Q1,TRUE,11.4719,0.8548,327
09a880e8-3465-4c66-9865-5ccbaf1f6e44,Leaving Floors,Sterling Zen,Bitter Voices,6/17/2020,Rock,243685,20,0.4353,0.5712,0,-7.03,1,0.0356,135.76,9566,EG,FALSE,Horizon Records,2020,6,Wednesday,4.06,Low,Moderate,C,Major,FALSE,Q2,FALSE,9.1661,0.5108,2268
2c3fddfd-757d-450a-a2a7-542fb0f211b9,Heavy Skies,Knot Hart,The Cosmic Reflections,5/22/2023,R&B,198065,6,0.5619,0.7736,7,-8.22,1,0.0096,106.52,3304,NL,FALSE,Stardust Label,2023,5,Monday,3.3,Low,Moderate,G,Major,FALSE,Q2,FALSE,8.1032,0.6007,12111
dca62477-68aa-4f63-8d89-ffad022dc3f5,Worlds,SethStone,Velvet Tears,7/31/2023,Metal,176410,36,0.4169,0.6047,11,-7.03,0,0.0386,171.43,66736,MX,FALSE,Catalyst Records,2023,7,Monday,2.94,Medium,Moderate,B,Minor,FALSE,Q3,FALSE,11.1085,0.5678,1486
254a33d2-a644-45c1-922e-9231a06481ca,Waiting Night,Knot Hart,Revolutions,1/15/2025,R&B,268074,35,0.6565,0.5418,3,-7.96,1,0.0163,121.36,33933,US,FALSE,Wavelength Records,2025,1,Wednesday,4.47,Medium,Moderate,D#,Major,FALSE,Q1,FALSE,10.4322,0.567,12111
feaaacdc-1f12-4be3-8e6b-288c11ffbe51,Waves,River Edge,Quiet IV,2/16/2022,Pop,151464,41,0.5651,0.6407,2,-7.34,1,0.0085,133.94,22940,FR,FALSE,Capitol Records,2022,2,Wednesday,2.52,Medium,Moderate,D,Major,FALSE,Q1,FALSE,10.0407,0.5879,41
813cd718-be2a-43b9-9466-3566f915b047,Frozen Shattered Dreams,IsleEyre,Verses,12/16/2023,Hip-Hop,156818,31,0.7881,0.7596,0,-8.11,1,0.0235,141.42,8703,FR,FALSE,Horizon Records,2023,12,Saturday,2.61,Medium,Moderate,C,Major,FALSE,Q4,TRUE,9.0715,0.7354,5271
3e030e71-81d2-4ef7-be28-012e88dc49c1,Burning Ghosts,RiverFlame,Eyes,12/19/2022,Latin,209658,31,0.8685,0.7323,11,-6.31,1,0.0886,119.49,8524,DE,TRUE,Sony Music Entertainment,2022,12,Monday,3.49,Medium,Moderate,B,Major,TRUE,Q4,FALSE,9.0508,0.7253,422
48dc596d-6761-4afe-a5f1-91c520086a19,Oceans,IsleEyre,Mountains,1/18/2025,Pop,228227,21,0.943,0.6708,8,-6.5,1,0.0135,138.26,10442,NZ,FALSE,Warner Music Group,2025,1,Saturday,3.8,Low,Moderate,G#,Major,FALSE,Q1,TRUE,9.2537,0.7573,5271
e3d2d701-9934-496f-b7c5-da852a583eb8,Open Raw Tears,ElaraRain,Quiet Stars,3/26/2022,Rock,189567,42,0.7257,0.8179,9,-4.11,1,0.0376,119.15,180739,FR,TRUE,Interscope Records,2022,3,Saturday,3.16,Medium,Loud,A,Major,TRUE,Q1,TRUE,12.1048,0.7019,1111
5839ac12-e4b2-4a77-b726-cad48bc32874,Pulling Bridges,ValeGlass,Golden Ghosts,7/28/2023,Pop,227001,29,0.485,0.7044,2,-4.98,1,0.014,140.08,56294,JP,FALSE,Def Jam Recordings,2023,7,Friday,3.78,Medium,Loud,D,Major,FALSE,Q3,FALSE,10.9384,0.5902,981
e8275a9b-7f2b-48be-94a4-0afd0c6cfb0c,Roads,Knot Hart,Tears,3/24/2021,R&B,270045,22,0.524,0.5546,6,-9.64,1,0.0688,125.33,14695,SE,FALSE,Independent,2021,3,Wednesday,4.5,Low,Moderate,F#,Major,FALSE,Q1,FALSE,9.5953,0.5248,12111
4d5cd596-6242-4684-a57e-21e3574d0e06,Empty Flames,Onyx Core,Fierce Roses,5/21/2025,Pop,187272,43,0.6887,0.5291,2,-8.76,1,0.0516,137.75,109663,AR,FALSE,Independent,2025,5,Wednesday,3.12,Medium,Moderate,D,Major,FALSE,Q2,FALSE,11.6052,0.5982,16
6983b203-2ab7-4f25-af4f-b4c93499d6af,Keys,Silk Wells,Bitter,12/11/2024,Indie,246995,12,0.4074,0.6146,5,-5.51,1,0.0719,108.6,5921,DE,TRUE,Capitol Records,2024,12,Wednesday,4.12,Low,Loud,F,Major,TRUE,Q4,FALSE,8.6864,0.4782,155
fa381709-6340-4bb8-abd1-7f33212f285b,Stars,Luna Jade,Cosmic V,4/29/2022,Pop,358315,41,0.6333,0.7104,8,-7.44,1,0.0008,133.47,72199,ES,FALSE,Epic Records,2022,4,Friday,5.97,Medium,Moderate,G#,Major,FALSE,Q2,FALSE,11.1872,0.6424,16
7c327652-ae54-44ef-b0b2-e794b4b6d6de,Pages,WaveArc,Hollow Keys,12/18/2022,R&B,274836,24,0.8568,0.7138,9,-6.77,1,0.0391,124.11,35222,TH,FALSE,Republic Records,2022,12,Sunday,4.58,Low,Moderate,A,Major,FALSE,Q4,TRUE,10.4695,0.7198,41
89e9938f-6176-4f8b-ab9f-3022e73812b5,Fleeting Gentle Bones,Clay Black,Endless III,7/22/2023,Pop,238279,18,0.7168,0.5893,7,-4.74,1,0.009,121.41,6768,ZA,FALSE,Horizon Records,2023,7,Saturday,3.97,Low,Loud,G,Major,FALSE,Q3,TRUE,8.8201,0.6102,693
b71ef8ae-e172-464f-879a-8183c1cfebe9,Twisted Keys,Lyra Edge,Neon Edges,11/19/2020,Reggaeton,211900,21,0.963,0.6644,5,-6.37,0,0.0182,108.84,21936,KR,FALSE,Republic Records,2020,11,Thursday,3.53,Low,Moderate,F,Minor,FALSE,Q4,FALSE,9.9959,0.7207,23
4ec2fe99-c5d1-4940-a960-b8c6ef7feaa5,Skies,Knot Hart,Kind Stars,9/7/2022,R&B,225655,20,0.6699,0.5442,3,-10,1,0.0198,94.99,6178,NG,TRUE,Drift Music,2022,9,Wednesday,3.76,Low,Moderate,D#,Major,TRUE,Q3,FALSE,8.7289,0.5356,12111
e55e77bd-5da4-4866-9aa7-ddb6e8a555e8,Sinking Waves,Knot Hart,Tears,10/8/2021,R&B,146281,10,0.839,0.5687,6,-10.57,0,0.0824,134.02,3477,PL,FALSE,Echo Studios,2021,10,Friday,2.44,Low,Moderate,F#,Minor,FALSE,Q4,FALSE,8.1542,0.6688,12111
e8a67446-cabf-4b8d-bb17-206140674b31,Inner Angels,Knot Hart,Chronicles,6/1/2020,R&B,219863,14,0.4981,0.4544,2,-14.28,1,0.0471,98.02,5308,ID,FALSE,Atlantic Records,2020,6,Monday,3.66,Low,Quiet,D,Major,FALSE,Q2,FALSE,8.5772,0.4353,12111
c9ea6725-679c-4b17-8737-a7d453e3e52d,Soul,IsleEyre,Notes,3/15/2021,Pop,233301,25,0.4234,0.5843,5,-5.29,1,0.0054,109.2,20481,NZ,FALSE,Warner Music Group,2021,3,Monday,3.89,Medium,Loud,F,Major,FALSE,Q1,FALSE,9.9273,0.4734,5271
6959691f-f16b-48d0-a700-c755456ba41e,Young Floors,Ethereal,Verses,2/22/2025,Pop,265005,17,0.7046,0.5791,10,-8.58,1,0.0029,107.64,20380,US,FALSE,Prism Audio,2025,2,Saturday,4.42,Low,Moderate,A#,Major,FALSE,Q1,TRUE,9.9224,0.5815,3232
4178feb1-85de-4d66-84e5-232babef3250,Storm,IsleEyre,Notes,12/21/2020,Pop,305122,19,0.7492,0.8023,6,-2.33,0,0.0068,98.25,4869,US,TRUE,Nova Records,2020,12,Monday,5.09,Low,Loud,F#,Minor,TRUE,Q4,FALSE,8.4908,0.6752,5271
ac7dda85-3288-4ae4-927a-037a844514b2,Streets,Kai Cross,Glass III,2/16/2020,Pop,237889,5,0.6778,0.8058,4,-5.53,0,0.0139,99.01,2015,IT,TRUE,Bedroom Records,2020,2,Sunday,3.96,Low,Loud,E,Minor,TRUE,Q1,TRUE,7.6089,0.6492,79
cc7dc791-b2bc-486d-be5f-af118e491138,Crawling Keys,Ethereal,Dark,4/23/2023,Pop,267544,22,0.8964,0.7799,5,-4.3,1,0.0412,84.52,6113,GB,TRUE,Neon Label,2023,4,Sunday,4.46,Low,Loud,F,Major,TRUE,Q2,TRUE,8.7183,0.7055,3232
ca186fa8-f314-420f-b8e4-983d727cc697,Bridges,IsleEyre,Twisted Streets,6/13/2022,Pop,168775,4,0.7008,0.8764,3,-4.72,0,0.0366,106.46,2392,AU,FALSE,Cipher Music,2022,6,Monday,2.81,Low,Loud,D#,Minor,FALSE,Q2,FALSE,7.7803,0.6973,5271
b3421afd-9ac0-4e12-84d0-c1c01bf15e8f,Quiet Storm,ValeGlass,Portraits,9/5/2021,Pop,232168,27,0.6204,0.5955,2,-9.63,1,0.0074,109.83,57628,FR,TRUE,Echo Studios,2021,9,Sunday,3.87,Medium,Moderate,D,Major,TRUE,Q3,TRUE,10.9618,0.5575,981
0c8fb0f0-2a7b-4f75-bb79-44f1663410c3,Gentle Crimson Dreams,Knot Hart,Fleeting,8/28/2024,R&B,217920,40,0.6654,0.8753,7,-6.29,1,0.0261,121.59,166258,CA,FALSE,Capitol Records,2024,8,Wednesday,3.63,Medium,Moderate,G,Major,FALSE,Q3,FALSE,12.0213,0.7043,12111
50bc3a45-5cc8-438f-babf-72378b093b05,Roads,Grove Nova,Cloudy Mountains,10/1/2024,Alternative,207346,3,0.65,0.8064,5,-4.5,0,0.0057,105.38,703,CA,TRUE,Indie Collective,2024,10,Tuesday,3.46,Low,Loud,F,Minor,TRUE,Q4,FALSE,6.5568,0.6474,124
3b3bbbd4-d313-4345-9a82-7bf2714ef421,Waves,Knot Hart,Shattered,9/17/2024,R&B,232580,42,0.9429,0.5778,5,-9.86,0,0.0945,110.05,198598,MX,FALSE,Apex Records,2024,9,Tuesday,3.88,Medium,Moderate,F,Minor,FALSE,Q3,FALSE,12.199,0.6798,12111
81b9b24a-d5a2-4778-b33a-d0d19c49c831,Eyes,The Arcs,Ancient,11/25/2023,Pop,255197,12,0.6756,0.6415,1,-6.98,1,0.0361,112.52,8974,CA,FALSE,Universal Music Group,2023,11,Saturday,4.25,Low,Moderate,C#,Major,FALSE,Q4,TRUE,9.1022,0.6019,16
5da2957a-4f5b-4f45-92f8-4e245a900399,Roads,The Zens,Golden II,4/2/2024,Latin,213158,23,0.7831,0.916,3,-7.91,1,0.0071,82.09,5196,MX,FALSE,Universal Music Group,2024,4,Tuesday,3.55,Low,Moderate,D#,Major,FALSE,Q2,FALSE,8.5558,0.7112,137
8ee19445-47db-4f3f-aa94-85178e6e4c52,Echoes,Knot Hart,Hidden,2/17/2021,R&B,224815,9,0.6743,0.3219,9,-5.7,1,0.0093,88.41,1614,AU,FALSE,Self-Released,2021,2,Wednesday,3.75,Low,Loud,A,Major,FALSE,Q1,FALSE,7.3871,0.4391,12111
b5cb36b7-d0ea-4e47-a854-4d3c6359df33,Deep Winds,Knot Hart,Ancient Demons,8/25/2025,Pop,233955,27,0.9432,0.9642,4,-2.87,1,0.0407,116.03,18946,NG,FALSE,Nova Records,2025,8,Monday,3.9,Medium,Loud,E,Major,FALSE,Q3,FALSE,9.8494,0.843,12111
8c3d2483-09d6-4bb0-bd93-2ed9afb55753,The Whispers,Dusk Jay,Electric,12/18/2021,Country,170380,30,0.8129,0.5068,10,-9.36,0,0.0226,97.65,21318,CA,TRUE,Spectrum Music,2021,12,Saturday,2.84,Medium,Moderate,A#,Minor,TRUE,Q4,TRUE,9.9674,0.5817,82
18134e3d-70e2-4388-a381-0cac6d4a12ee,Heart,Phantasm,Fading,3/21/2024,Trap,208783,10,0.8978,0.6993,2,-6.6,0,0.0558,123.13,9329,IN,FALSE,Prism Audio,2024,3,Thursday,3.48,Low,Moderate,D,Minor,FALSE,Q1,FALSE,9.141,0.729,242
4e17c205-7db7-4142-920b-df1f6993dbec,Sacred Fading Demons,Vale Drake,The Wicked Reflections,7/3/2021,Country,124603,9,0.8049,0.9462,6,-3.5,1,0.0742,139.3,2654,GB,FALSE,Stardust Label,2021,7,Saturday,2.08,Low,Loud,F#,Major,FALSE,Q3,TRUE,7.8842,0.8137,225
5128ab8b-6b08-4311-9d2d-62a7514e1248,Wicked,The Zens,Midnight II,10/25/2020,Latin,205154,29,0.7994,0.7124,3,-5.36,0,0.0056,93.88,13166,AU,FALSE,Echo Studios,2020,10,Sunday,3.42,Medium,Loud,D#,Minor,FALSE,Q4,TRUE,9.4855,0.6531,137
40314f7d-9282-4088-9a03-a47008710966,Sinking Angels,Knot Hart,The Shattered Dimensions,4/25/2021,Soul,236106,22,0.6062,0.3354,11,-10.28,0,0.0067,132.77,2808,IN,TRUE,Atlantic Records,2021,4,Sunday,3.94,Low,Moderate,B,Minor,TRUE,Q2,TRUE,7.9406,0.4806,12111
62561687-1efe-4dd4-a168-efabb62e2a06,Whispers,Ethereal,Eternal III,12/7/2022,Pop,260019,45,0.784,0.5146,5,-10.68,1,0.0011,134.75,117276,FR,TRUE,Spectrum Music,2022,12,Wednesday,4.33,Medium,Moderate,F,Major,TRUE,Q4,FALSE,11.6723,0.6262,3232
4a09f19b-79b0-4b32-89fc-4b91039c6eeb,Frozen Endless Soul,Knot Hart,The Fleeting Revolutions,6/25/2022,R&B,254457,43,0.7148,0.7354,11,-7.5,1,0.0603,122.52,241571,GB,FALSE,Echo Studios,2022,6,Saturday,4.24,Medium,Moderate,B,Major,FALSE,Q2,TRUE,12.3949,0.6694,12111
7edcda6b-acfb-49ce-8a27-51a44569e5c4,The Night,Prism Lake,Shattered Rivers,10/14/2023,R&B,132865,27,0.8141,0.5476,4,-7.83,0,0.0201,107.01,9514,IN,FALSE,Wavelength Records,2023,10,Saturday,2.21,Medium,Moderate,E,Minor,FALSE,Q4,TRUE,9.1606,0.6118,47
b324f816-18eb-42c0-b035-09e273fed566,Midnight Chains,Luna Ink,Bitter Echoes,8/28/2020,Hip-Hop,209848,38,0.7985,0.7311,8,-6.16,1,0.014,136.07,95549,PH,FALSE,Prism Audio,2020,8,Friday,3.5,Medium,Moderate,G#,Major,FALSE,Q3,FALSE,11.4674,0.7205,577
3c2e40b5-b880-4f2a-a8b6-edcd17e1cf49,Young Open Harbors,IsleEyre,The Midnight Horizons,9/10/2021,Pop,193758,41,0.5315,0.3778,0,-6.51,1,0.0007,104.37,55194,IN,TRUE,Horizon Records,2021,9,Friday,3.23,Medium,Moderate,C,Major,TRUE,Q3,FALSE,10.9186,0.4271,5271
